placeId,address,sub_channel,phone,latitude,longitude,googleUrl,outlet_name
JN3nATd78DDkRPSp3fH0R0eY,,Dental clinic, 011 2328 9568,28.6469093,77.2435323,https://www.google.com/maps/place/Mother+Dental+Implant+Clinic/data=!4m7!3m6!1s0x390cfcde4dc07937:0xe6d1117d7c772a3d!8m2!3d28.6469093!4d77.2435323!16s%2Fg%2F1tq6hg4l!19sChIJN3nATd78DDkRPSp3fH0R0eY?authuser=0&hl=en&rclk=1,Mother Dental Implant Clinic
JI8lQkSD9DDkR1Zzj16IVIgw,,Private hospital, 098102 29723,28.6435645,77.2378726,https://www.google.com/maps/place/Khadija+National+Hospital/data=!4m7!3m6!1s0x390cfd209150c923:0xc2215a2d7e39cd5!8m2!3d28.6435645!4d77.2378726!16s%2Fg%2F1wk4bf_9!19sChIJI8lQkSD9DDkR1Zzj16IVIgw?authuser=0&hl=en&rclk=1,Khadija National Hospital
Jd6Y8SSX9DDkRYp74JQWePRE,"32 Gandhi Market, Minto road, near BSES office",Dental clinic, 011 2323 3132,28.637135,77.22951,https://www.google.com/maps/place/Dr+Aggarwal%27s+Multispeciality+Dental+Clinic/data=!4m7!3m6!1s0x390cfd25493ca677:0x113d9e0525f89e62!8m2!3d28.637135!4d77.22951!16s%2Fg%2F11b7c0pp5k!19sChIJd6Y8SSX9DDkRYp74JQWePRE?authuser=0&hl=en&rclk=1,Dr Aggarwal's Multispeciality Dental Clinic
JcaPCJtn8DDkR8HVpu0p6Qvo,,Eye care center, 011 4040 4070,28.642111,77.243599,https://www.google.com/maps/place/Eye7+Chaudhary+Eye+Centre/data=!4m7!3m6!1s0x390cfcd926c2a371:0xfa427a4abb6975f0!8m2!3d28.642111!4d77.243599!16s%2Fg%2F11b6gbyrfp!19sChIJcaPCJtn8DDkR8HVpu0p6Qvo?authuser=0&hl=en&rclk=1,Eye7 Chaudhary Eye Centre
JM6mC6CL9DDkRtFm1NTdwVbM,"2911, Shankar Gali, Kalan Masjid, Turkman Gate",Medical clinic,079820 36435,28.645422,77.230679,https://www.google.com/maps/place/Somiya+Clinic/data=!4m7!3m6!1s0x390cfd22e882a933:0xb355703735b559b4!8m2!3d28.645422!4d77.230679!16s%2Fg%2F11cn94pn0w!19sChIJM6mC6CL9DDkRtFm1NTdwVbM?authuser=0&hl=en&rclk=1,Somiya Clinic
JaSpx2yv9DDkRaejcTJgWeN8,J6MJ+VQG,Medical clinic,093113 22403,28.6346779,77.231951,https://www.google.com/maps/place/Janta+Clinic+And+Medical+Center/data=!4m7!3m6!1s0x390cfd2bdb712a69:0xdf7816984cdce869!8m2!3d28.6346779!4d77.231951!16s%2Fg%2F11nr__46pq!19sChIJaSpx2yv9DDkRaejcTJgWeN8?authuser=0&hl=en&rclk=1,Janta Clinic And Medical Center
J04AL3iv9DDkRt_nz7B-rDgg,"E-24, 1st floor, Netaji Subhash Marg, Main Road, near Domino's Pizza",Medical diagnostic imaging center, 092663 91433,28.6439007,77.2406356,https://www.google.com/maps/place/Dr.+Altamash+Ultrasound+%26+Labs/data=!4m7!3m6!1s0x390cfd2bde0b80d3:0x80eab1fecf3f9b7!8m2!3d28.6439007!4d77.2406356!16s%2Fg%2F11y8yrk08_!19sChIJ04AL3iv9DDkRt_nz7B-rDgg?authuser=0&hl=en&rclk=1,Dr. Altamash Ultrasound & Labs
JIapxM9n8DDkROQJQ4YdB2cQ,"1, Ansari Rd, near Temple Hospital",Medical clinic,011 2326 1052,28.6436861,77.2436914,https://www.google.com/maps/place/Dr+Rakesh+Clinic/data=!4m7!3m6!1s0x390cfcd93371aa21:0xc4d94187e1500239!8m2!3d28.6436861!4d77.2436914!16s%2Fg%2F1tyzxc8p!19sChIJIapxM9n8DDkROQJQ4YdB2cQ?authuser=0&hl=en&rclk=1,Dr Rakesh Clinic
Jp6n37IP9DDkRXPe6gFSiNx8,,Dentist, 011 6927 1072,28.6442135,77.2400902,"https://www.google.com/maps/place/Clove+Dental+Clinic+-+Daryaganj,+Delhi/data=!4m7!3m6!1s0x390cfd83ecf7a9a7:0x1f37a25480baf75c!8m2!3d28.6442135!4d77.2400902!16s%2Fg%2F11h0y8tps_!19sChIJp6n37IP9DDkRXPe6gFSiNx8?authuser=0&hl=en&rclk=1","Clove Dental Clinic - Daryaganj, Delhi"
Je5d4Sin9DDkR5qPoJDdKQoI,"557 C, behind Delite Cinema",Medical clinic,092506 62143,28.6412339,77.2358612,https://www.google.com/maps/place/Rajbir+Singh/data=!4m7!3m6!1s0x390cfd294a78977b:0x82424a3724e8a3e6!8m2!3d28.6412339!4d77.2358612!16s%2Fg%2F11rlj1jlq3!19sChIJe5d4Sin9DDkR5qPoJDdKQoI?authuser=0&hl=en&rclk=1,Rajbir Singh
JFfiODCL9DDkRUx55Sod48aU,,Doctor,089204 05266,28.647244,77.2325186,https://www.google.com/maps/place/Dr.+A.+H.+Qureshi%27s+Health+%26+Wellness+Clinic/data=!4m7!3m6!1s0x390cfd220c8ef815:0xa5f178874a791e53!8m2!3d28.647244!4d77.2325186!16s%2Fg%2F11f4qxszny!19sChIJFfiODCL9DDkRUx55Sod48aU?authuser=0&hl=en&rclk=1,Dr. A. H. Qureshi's Health & Wellness Clinic
Jy6K4E9_8DDkR8Z2FCBt81FE,,Doctor, 011 2327 2126,28.6448949,77.243257,https://www.google.com/maps/place/Dr+DK+CHAUHAN+CLINIC/data=!4m7!3m6!1s0x390cfcdf13b8a2cb:0x51d47c1b08859df1!8m2!3d28.6448949!4d77.243257!16s%2Fg%2F1td0dwns!19sChIJy6K4E9_8DDkR8Z2FCBt81FE?authuser=0&hl=en&rclk=1,Dr DK CHAUHAN CLINIC
J4QFfQZL9DDkRNdaYzvqXJFI,,Skin care clinic, 088600 99992,28.6451538,77.2359508,"https://www.google.com/maps/place/Bismillah+Skin,+Health+And+Physiotherapy+Clinic/data=!4m7!3m6!1s0x390cfd92415f01e1:0x522497face98d635!8m2!3d28.6451538!4d77.2359508!16s%2Fg%2F11tb4gdghq!19sChIJ4QFfQZL9DDkRNdaYzvqXJFI?authuser=0&hl=en&rclk=1","Bismillah Skin, Health And Physiotherapy Clinic"
JI5PJ90D9DDkRvJhEJrpuK1U,undefined,Medical clinic098713 20228,098713 20228,28.6432351,77.2153705,https://www.google.com/maps/place/Geeta+Clinic/data=!4m7!3m6!1s0x390cfd40f7c99323:0x552b6eba264498bc!8m2!3d28.6432351!4d77.2153705!16s%2Fg%2F12mjyh4t6!19sChIJI5PJ90D9DDkRvJhEJrpuK1U?authuser=0&hl=en&rclk=1,Geeta Clinic
JUQJO_B79DDkR8iV1hEp5XTs,,Doctor, 098913 00008,28.6425248,77.2402371,https://www.google.com/maps/place/Sablok+Clinic/data=!4m7!3m6!1s0x390cfd1efc4e0251:0x3b5d794a847525f2!8m2!3d28.6425248!4d77.2402371!16s%2Fg%2F1tdb_08v!19sChIJUQJO_B79DDkR8iV1hEp5XTs?authuser=0&hl=en&rclk=1,Sablok Clinic
JF8gBzL79DDkRwoWycS1o9yY,,Psychiatrist, 098733 53305,28.6412212,77.2429296,"https://www.google.com/maps/place/Dr+Rani+Dandekar+Bhatia,-+Consultant+Psychiatrist/data=!4m7!3m6!1s0x390cfdbecc01c817:0x26f7682d71b285c2!8m2!3d28.6412212!4d77.2429296!16s%2Fg%2F11b6_t2gfw!19sChIJF8gBzL79DDkRwoWycS1o9yY?authuser=0&hl=en&rclk=1","Dr Rani Dandekar Bhatia,- Consultant Psychiatrist"
JgxeWUbD9DDkRJZ97jDdlAqk,"24/24, Ansari Rd, near Allahabad Bank",Dental clinic, 097174 77144,28.6415328,77.2441116,https://www.google.com/maps/place/DR+DAVE%27S+DENTAL+CLINIC/data=!4m7!3m6!1s0x390cfdb051961783:0xa90265378c7b9f25!8m2!3d28.6415328!4d77.2441116!16s%2Fg%2F11h0t0lntw!19sChIJgxeWUbD9DDkRJZ97jDdlAqk?authuser=0&hl=en&rclk=1,DR DAVE'S DENTAL CLINIC
JS2LX9df8DDkRmyoscbny6y0,"Shop No B1, DDA Market, Mata Sundari Ln, opposite Ranjit Singh Flyover",Diagnostic center, 080 6911 7802,28.6354091,77.2312232,https://www.google.com/maps/place/Dr+Lal+PathLabs+-+Patient+Service+Centre/data=!4m7!3m6!1s0x390cfcd7f5d7624b:0x2debf2b9712c2a9b!8m2!3d28.6354091!4d77.2312232!16s%2Fg%2F11c5qs0cng!19sChIJS2LX9df8DDkRmyoscbny6y0?authuser=0&hl=en&rclk=1,Dr Lal PathLabs - Patient Service Centre
Jr3uaDCT9DDkR0jU_LOjrV4c,,Diagnostic center, 093101 22543,28.641545,77.2345411,https://www.google.com/maps/place/DR+SUNEJA+Charitable+3T+MRI+%26+Diagnostic+centre/data=!4m7!3m6!1s0x390cfd240c9a7baf:0x8757ebe82c3f35d2!8m2!3d28.641545!4d77.2345411!16s%2Fg%2F1hc4k97tx!19sChIJr3uaDCT9DDkR0jU_LOjrV4c?authuser=0&hl=en&rclk=1,DR SUNEJA Charitable 3T MRI & Diagnostic centre
JzXkza9n8DDkRzjufEKQY5Ps,"55 Daryaganj Ram Mandir Lane, Brij Mohan Marg",Dental clinic, 098999 14426,28.6443337,77.2411612,https://www.google.com/maps/place/Bharat+Dental+Care/data=!4m7!3m6!1s0x390cfcd96b3379cd:0xfbe418a4109f3bce!8m2!3d28.6443337!4d77.2411612!16s%2Fg%2F11bwnxydg4!19sChIJzXkza9n8DDkRzjufEKQY5Ps?authuser=0&hl=en&rclk=1,Bharat Dental Care
JYTXBDtj8DDkRgE8Y-UvsQYk,,Doctor, 011 2323 4242,28.6392886,77.2344969,https://www.google.com/maps/place/Govind+Ballabh+Pant+Hospital/data=!4m7!3m6!1s0x390cfcd80ec13561:0x8941ec4bf9184f80!8m2!3d28.6392886!4d77.2344969!16s%2Fg%2F1tdx72d3!19sChIJYTXBDtj8DDkRgE8Y-UvsQYk?authuser=0&hl=en&rclk=1,Govind Ballabh Pant Hospital
JZRLaVN78DDkRKGmuhDq3P2g,"20, Ansari Rd",Medical clinic,098101 22371,28.646126,77.243437,https://www.google.com/maps/place/Pulse+Poly+Clinic/data=!4m7!3m6!1s0x390cfcde54da1265:0x683fb73a84ae6928!8m2!3d28.646126!4d77.243437!16s%2Fg%2F11rn38qnr5!19sChIJZRLaVN78DDkRKGmuhDq3P2g?authuser=0&hl=en&rclk=1,Pulse Poly Clinic
JLfiYDCT9DDkR89QbzNIWej4,"Vardhman City 2 Plaza, M-4, Asaf Ali Rd",Sexologist, 098113 50305,28.6424901,77.2320989,https://www.google.com/maps/place/Varun+Herbal+Clinic+Senior+Ayurvedic+Consulstant+for+all+diseases+and+Sexologist+in+Delhi/data=!4m7!3m6!1s0x390cfd240c98f82d:0x3e7a16d2cc1bd4f3!8m2!3d28.6424901!4d77.2320989!16s%2Fg%2F1wn320x6!19sChIJLfiYDCT9DDkR89QbzNIWej4?authuser=0&hl=en&rclk=1,Varun Herbal Clinic Senior Ayurvedic Consulstant for all diseases and Sexologist in Delhi
JvbLmjXv9DDkRdGvqSFlgFVI,"Shop No.1996, 97, Kucha Chelan",Medical clinic,098711 00450,28.6454503,77.2363517,https://www.google.com/maps/place/Dr.Javed+Akhtar+Clinic/data=!4m7!3m6!1s0x390cfd7b8de6b2bd:0x5215605948ea6b74!8m2!3d28.6454503!4d77.2363517!16s%2Fg%2F11ktb62082!19sChIJvbLmjXv9DDkRdGvqSFlgFVI?authuser=0&hl=en&rclk=1,Dr.Javed Akhtar Clinic
JdWt4s9_8DDkRfkAOxCoPucY,"J6WV+Q7P, Ansari Rd",Women's health clinic,098101 28170,28.646956,77.2432178,https://www.google.com/maps/place/Dr.Alka+Vohra/data=!4m7!3m6!1s0x390cfcdfb3786b75:0xc6b90f2ac40e407e!8m2!3d28.646956!4d77.2432178!16s%2Fg%2F12jskjqxn!19sChIJdWt4s9_8DDkRfkAOxCoPucY?authuser=0&hl=en&rclk=1,Dr.Alka Vohra
JuXUhHg79DDkRuRz-stxxYkE,"34, Gandhi Market, Minto Rd",Dental clinic, 011 2323 4378,28.6372367,77.2296334,https://www.google.com/maps/place/Four%2B+family+dental+clinic+%28+Dental+Teeth+Cavity+Braces+Implant%29/data=!4m7!3m6!1s0x390cfd0e1e2175b9:0x416271dcb2fe1cb9!8m2!3d28.6372367!4d77.2296334!16s%2Fg%2F11h_8t3hbx!19sChIJuXUhHg79DDkRuRz-stxxYkE?authuser=0&hl=en&rclk=1,Four+ family dental clinic ( Dental Teeth Cavity Braces Implant)
JDyftxtj8DDkRmRAPSwjdF7I,,Ophthalmologist, 084484 48417,28.6424373,77.2428983,"https://www.google.com/maps/place/Delhi+Neera+Eye+Care+Hospital+%7C+Best+Eye+Specialist+in+Delhi,+Lasik+Eye+Surgeon,+Cataract+Surgeon,+Eye+Surgery+in+Delhi/data=!4m7!3m6!1s0x390cfcd8c6ed270f:0xb217dd084b0f1099!8m2!3d28.6424373!4d77.2428983!16s%2Fg%2F1q69snb7n!19sChIJDyftxtj8DDkRmRAPSwjdF7I?authuser=0&hl=en&rclk=1","Delhi Neera Eye Care Hospital | Best Eye Specialist in Delhi, Lasik Eye Surgeon, Cataract Surgeon, Eye Surgery in Delhi"
JdXdH-JX9DDkRe57qBsNXrCk,"93,First floor, Shyam Lal Rd",Eye care center, 099992 55569,28.6431229,77.2424561,https://www.google.com/maps/place/Drishti+eye+care+center/data=!4m7!3m6!1s0x390cfd95f8477775:0x29ac57c306ea9e7b!8m2!3d28.6431229!4d77.2424561!16s%2Fg%2F11sf67wkd6!19sChIJdXdH-JX9DDkRe57qBsNXrCk?authuser=0&hl=en&rclk=1,Drishti eye care center
JHeMWw978DDkR3zdMFm0ZNbM,,Diagnostic center, 098110 79296,28.6418525,77.242332,https://www.google.com/maps/place/Dr+PD+Gupta+Mediscan+center+and+Lab./data=!4m7!3m6!1s0x390cfcdec316e31d:0xb335196d164c37df!8m2!3d28.6418525!4d77.242332!16s%2Fg%2F11ckr_01vh!19sChIJHeMWw978DDkR3zdMFm0ZNbM?authuser=0&hl=en&rclk=1,Dr PD Gupta Mediscan center and Lab.
JcxjEVN78DDkR9tU45x2_1JA,,Dental clinic, 011 2328 0902,28.646097,77.243451,https://www.google.com/maps/place/Dr.Manish+Mishra+Dental+Center/data=!4m7!3m6!1s0x390cfcde54c41873:0x90d4bf1de738d5f6!8m2!3d28.646097!4d77.243451!16s%2Fg%2F11c1g5x7sc!19sChIJcxjEVN78DDkR9tU45x2_1JA?authuser=0&hl=en&rclk=1,Dr.Manish Mishra Dental Center
JbSje1ej9DDkRW3XkPOd8VRU,"912, Tiraha Behram Khan Rd",Dental clinic, 098188 76788,28.6443736,77.2368743,https://www.google.com/maps/place/Cure+Dental/data=!4m7!3m6!1s0x390cfde8d5de286d:0x15557ce73ce4755b!8m2!3d28.6443736!4d77.2368743!16s%2Fg%2F11gt_zy339!19sChIJbSje1ej9DDkRW3XkPOd8VRU?authuser=0&hl=en&rclk=1,Cure Dental
JwVxYKD39DDkRpAtzohYHwk4,"2717, Arya Samaj Gali",Doctor, 093555 17749,28.6446617,77.2284268,https://www.google.com/maps/place/Dr.+Sanjeev+Gupta/data=!4m7!3m6!1s0x390cfd3d28585cc1:0x4ec20716a2730ba4!8m2!3d28.6446617!4d77.2284268!16s%2Fg%2F11gfh2cn3t!19sChIJwVxYKD39DDkRpAtzohYHwk4?authuser=0&hl=en&rclk=1,Dr. Sanjeev Gupta
JNx8x3Sf9DDkRzJJQ6x4bl70,,Children's hospital, 011 2323 9271,28.6382308,77.2388587,https://www.google.com/maps/place/Pediatrics+Department/data=!4m7!3m6!1s0x390cfd27dd311f37:0xbd971b1eeb5092cc!8m2!3d28.6382308!4d77.2388587!16s%2Fg%2F11b7q8qybq!19sChIJNx8x3Sf9DDkRzJJQ6x4bl70?authuser=0&hl=en&rclk=1,Pediatrics Department
